"","ResponseId","Day","Article_Num","Category","Seven_Ordinal","Four_Ordinal","Age","Gender","FC_False","FC_True","FC_CND","Education_Score","Income_Score","Q_Ideology","Dig_Lit_Score","Ideology_Score","True_Dummy","Article_day","FC_Eval","Treatment"
"1739","R_2TzY2oTMX0ANuW5","Day_10","2","Misl",1,1,38,1,1,2,2,2,2,"Slightly Conservative",64,1,0,"Day_10_2","No Mode",0
"1740","R_2uOoKnpbB6lipB0","Day_10","5","True",7,4,34,1,0,5,0,4,2,"Slightly Liberal",59,-1,1,"Day_10_5","True",0
"1741","R_2uWAJnsHSh8w3rR","Day_10","3","Misl",3,2,30,1,5,0,0,2,2,"Moderate: Middle of the road",46,0,0,"Day_10_3","FM",0
"1742","R_2V3d6pQToT1T816","Day_10","3","True",4,4,38,0,5,0,0,2,2,"Moderate: Middle of the road",55,0,1,"Day_10_3","FM",0
"1743","R_2VCre9jSZPioead","Day_10","1","True",7,4,36,0,1,3,1,5,2,"Moderate: Middle of the road",37,0,1,"Day_10_1","True",0
"1744","R_2VIyvxEOiXjAli0","Day_10","1","True",6,4,50,0,1,3,1,5,1,"Extremely Liberal",65,-3,1,"Day_10_1","True",0
"1745","R_2w1AO6Kt9fnvI9u","Day_10","5","True",7,4,32,1,0,5,0,3,1,"Slightly Conservative",51,1,1,"Day_10_5","True",0
"1746","R_2wAJzfFjosTYiVp","Day_10","1","Coul",4,2,25,1,1,3,1,4,3,"Slightly Liberal",62,-1,0,"Day_10_1","True",0
"1747","R_2xK1f1262GHBJwV","Day_10","5","True",7,4,29,0,0,5,0,2,4,"Slightly Liberal",46,-1,1,"Day_10_5","True",0
"1748","R_2XoLomsG1KEh8st","Day_10","5","True",5,3,32,0,0,5,0,2,1,"Conservative",37,2,1,"Day_10_5","True",0
"1749","R_2zo9NGogoXSNaaD","Day_10","3","True",4,3,46,0,5,0,0,4,2,"Slightly Liberal",43,-1,1,"Day_10_3","FM",0
"1750","R_30wqwx29tWHQzOb","Day_10","2","True",6,3,27,0,1,2,2,5,1,"Liberal",52,-2,1,"Day_10_2","No Mode",0
"1751","R_3CTQMAEFIEKCKls","Day_10","1","Misl",2,2,56,1,1,3,1,4,1,"Liberal",66,-2,0,"Day_10_1","True",0
"1752","R_3dSyZjwEQS864g5","Day_10","3","Misl",2,1,34,0,5,0,0,5,1,"Extremely Liberal",63,-3,0,"Day_10_3","FM",0
"1753","R_3EbSrWAneNSCZcK","Day_10","1","Coul",6,3,29,0,1,3,1,4,1,"Moderate: Middle of the road",34,0,0,"Day_10_1","True",0
"1754","R_3g5zebqIZNrrqwI","Day_10","4","True",5,4,36,0,1,4,0,3,1,"Moderate: Middle of the road",66,0,1,"Day_10_4","True",0
"1755","R_3h3nH0e9nKamm8o","Day_10","2","Misl",2,2,31,1,1,2,2,4,1,"Conservative",65,2,0,"Day_10_2","No Mode",0
"1756","R_3h6zCZhN94GzE5W","Day_10","4","True",7,4,33,1,1,4,0,4,3,"Extremely Conservative",49,3,1,"Day_10_4","True",0
"1757","R_3jUtD7L2gxIOqn0","Day_10","2","True",4,3,51,1,1,2,2,3,1,"Slightly Liberal",51,-1,1,"Day_10_2","No Mode",0
"1758","R_3KQ73hMOnsT3CmH","Day_10","4","Misl",1,1,41,1,1,4,0,4,4,"Liberal",57,-2,0,"Day_10_4","True",0
"1759","R_3KqIj6pCs8FybNc","Day_10","2","Misl",4,2,36,0,1,2,2,4,4,"Moderate: Middle of the road",51,0,0,"Day_10_2","No Mode",0
"1760","R_3m1qIusQ4S1tJn1","Day_10","4","Misl",1,1,41,0,1,4,0,5,3,"Conservative",64,2,0,"Day_10_4","True",0
"1761","R_3MPrB3Tz3VpDd9U","Day_10","2","True",5,3,59,0,1,2,2,4,1,"Slightly Liberal",50,-1,1,"Day_10_2","No Mode",0
"1762","R_3PvmeZwGzh8vAZg","Day_10","1","Misl",3,2,50,1,1,3,1,4,3,"Liberal",66,-2,0,"Day_10_1","True",0
"1763","R_3qqc34OXqbtfNEh","Day_10","4","Coul",4,3,31,0,1,4,0,3,2,"Liberal",64,-2,0,"Day_10_4","True",0
"1764","R_3RfOlByY0QbQJDX","Day_10","2","Misl",3,2,33,1,1,2,2,4,1,"Extremely Liberal",62,-3,0,"Day_10_2","No Mode",0
"1765","R_3Rz0ILtoPFFqCx3","Day_10","1","Misl",4,2,53,0,1,3,1,5,1,"Extremely Liberal",63,-3,0,"Day_10_1","True",0
"1766","R_4OcYg2x2UpwCMVP","Day_10","5","True",6,4,45,1,0,5,0,4,2,"Liberal",56,-2,1,"Day_10_5","True",0
"1767","R_5cNU3lPoD6RU6s1","Day_10","2","Misl",2,2,70,0,1,2,2,2,1,"Moderate: Middle of the road",54,0,0,"Day_10_2","No Mode",0
"1768","R_6rrrkiPdMeiwXf3","Day_10","1","Misl",4,3,39,1,1,3,1,4,2,"Extremely Liberal",63,-3,0,"Day_10_1","True",0
"1769","R_6Ybv61aNY07Syrv","Day_10","2","True",7,4,37,0,1,2,2,3,1,"Extremely Liberal",39,-3,1,"Day_10_2","No Mode",0
"1770","R_8Hxgldx9r07LhNn","Day_10","5","True",7,4,28,1,0,5,0,2,1,"Extremely Liberal",57,-3,1,"Day_10_5","True",0
"1771","R_b1quUlyjS0yDHk5","Day_10","5","True",6,3,25,0,0,5,0,4,2,"Liberal",46,-2,1,"Day_10_5","True",0
"1772","R_Brd0UMM22YSiZvH","Day_10","5","True",7,4,56,0,0,5,0,2,1,"Slightly Liberal",42,-1,1,"Day_10_5","True",0
"1773","R_Cf2PHOBsms6anND","Day_10","4","True",6,4,46,1,1,4,0,2,2,"Slightly Conservative",54,1,1,"Day_10_4","True",0
"1774","R_cSCVSTiF30Xnl3H","Day_10","2","Coul",3,2,39,0,1,2,2,3,2,"Extremely Conservative",38,3,0,"Day_10_2","No Mode",0
"1775","R_OdKwOvLm5aaZtSN","Day_10","1","Coul",4,3,26,1,1,3,1,5,1,"Extremely Liberal",55,-3,0,"Day_10_1","True",0
"1776","R_oYLAHgPY9OsPwUV","Day_10","2","Misl",3,2,53,1,1,2,2,2,2,"Slightly Conservative",37,1,0,"Day_10_2","No Mode",0
"1777","R_PMnwzX0ArWo5DsR","Day_10","5","True",7,4,27,0,0,5,0,4,2,"Liberal",64,-2,1,"Day_10_5","True",0
"1778","R_Pvveyeq3Bf9wVl7","Day_10","4","True",4,3,53,1,1,4,0,4,2,"Liberal",66,-2,1,"Day_10_4","True",0
"1779","R_rjWdX2zF7RsqFy1","Day_10","5","Misl",3,2,45,1,0,5,0,2,1,"Conservative",58,2,0,"Day_10_5","True",0
"1780","R_Rt9yyshWU36PiA9","Day_10","5","True",6,4,28,1,0,5,0,4,2,"Moderate: Middle of the road",40,0,1,"Day_10_5","True",0
"1781","R_sccbrVzSLASgIeZ","Day_10","5","True",6,4,31,1,0,5,0,4,1,"Conservative",54,2,1,"Day_10_5","True",0
"1782","R_tKcDBhNYz3ZM037","Day_10","2","True",7,4,33,1,1,2,2,4,2,"Extremely Conservative",50,3,1,"Day_10_2","No Mode",0
"1783","R_vcsIodd6GEjKb05","Day_10","4","True",7,4,38,1,1,4,0,3,1,"Moderate: Middle of the road",66,0,1,"Day_10_4","True",0
"1784","R_vjbFzT1uCIifNct","Day_10","5","True",6,4,63,0,0,5,0,4,2,"Moderate: Middle of the road",54,0,1,"Day_10_5","True",0
"1785","R_WdmoCDpK9jybpGV","Day_10","4","Misl",2,2,48,0,1,4,0,4,4,"Moderate: Middle of the road",63,0,0,"Day_10_4","True",0
"1786","R_Wq6NT3iHCxrWVIB","Day_10","4","True",4,3,24,1,1,4,0,3,1,"Moderate: Middle of the road",62,0,1,"Day_10_4","True",0
"1787","R_WxqWFEJguoJKrpn","Day_10","4","True",6,3,36,0,1,4,0,4,1,"Conservative",40,2,1,"Day_10_4","True",0
"1788","R_x5gKtU1mOfgJ2tH","Day_10","1","True",5,3,33,1,1,3,1,5,1,"Slightly Liberal",40,-1,1,"Day_10_1","True",0
"1789","R_yJaDEjukx0X3RUR","Day_10","3","Misl",2,2,31,0,5,0,0,4,1,"Extremely Conservative",57,3,0,"Day_10_3","FM",0
"1790","R_YPrjxS0bb45mBHj","Day_10","5","True",6,4,50,0,0,5,0,2,1,"Slightly Liberal",53,-1,1,"Day_10_5","True",0
"1791","R_ZDgvqgpZGiP5NwB","Day_10","5","True",7,4,64,0,0,5,0,2,1,"Slightly Liberal",56,-1,1,"Day_10_5","True",0
"1792","R_0oXV07nRfpuSqA1","Day_11","3","Coul",4,2,54,1,5,0,0,3,2,"Liberal",65,-2,0,"Day_11_3","FM",0
"1793","R_10ZukTspoPMKcTh","Day_11","5","Coul",4,3,60,0,0,5,0,4,1,"Liberal",41,-2,0,"Day_11_5","True",0
"1794","R_1FaNmHkgvmWiM9J","Day_11","5","Misl",1,1,34,0,0,5,0,4,2,"Moderate: Middle of the road",49,0,0,"Day_11_5","True",0
"1795","R_1lmHzor7QgKcdCl","Day_11","4","True",5,4,33,1,0,5,0,4,2,"Conservative",40,2,1,"Day_11_4","True",0
"1796","R_1mKnK3oOJLgCPCs","Day_11","1","True",5,4,37,1,4,1,0,3,2,"Conservative",60,2,1,"Day_11_1","FM",0
"1797","R_1ml9OcGld9F7iBu","Day_11","3","True",6,3,28,1,5,0,0,4,1,"Liberal",56,-2,1,"Day_11_3","FM",0
"1798","R_1N2BQrCz2AZlnr8","Day_11","3","Coul",4,2,37,0,5,0,0,4,3,"Conservative",58,2,0,"Day_11_3","FM",0
"1799","R_1NwghC65okv9G9o","Day_11","2","Coul",5,3,52,0,2,3,0,5,4,"Liberal",54,-2,0,"Day_11_2","True",0
"1800","R_1o5vB1FOjkWra0Q","Day_11","4","True",6,4,34,0,0,5,0,4,1,"Slightly Liberal",51,-1,1,"Day_11_4","True",0
"1801","R_1pX1geuqqvuMWRP","Day_11","1","Misl",4,3,33,0,4,1,0,4,2,"Liberal",48,-2,0,"Day_11_1","FM",0
"1802","R_210NW53SROlzOLj","Day_11","5","True",7,4,37,0,0,5,0,2,1,"Extremely Liberal",53,-3,1,"Day_11_5","True",0
"1803","R_21oyjrFGWf21aS5","Day_11","4","Misl",2,2,32,1,0,5,0,4,4,"Extremely Liberal",65,-3,0,"Day_11_4","True",0
"1804","R_22RfQQ5Vo7mPpLK","Day_11","4","True",7,4,35,0,0,5,0,2,2,"Slightly Liberal",57,-1,1,"Day_11_4","True",0
"1805","R_25Z0yEWbGZ2LM0F","Day_11","3","Misl",1,1,23,1,5,0,0,3,1,"Extremely Liberal",64,-3,0,"Day_11_3","FM",0
"1806","R_271ApgI9cbNxYl5","Day_11","4","True",6,4,33,0,0,5,0,4,4,"Liberal",61,-2,1,"Day_11_4","True",0
"1807","R_27P5yTEoww4069w","Day_11","4","True",6,4,26,1,0,5,0,2,2,"Slightly Conservative",51,1,1,"Day_11_4","True",0
"1808","R_2951G79K4QWhb9w","Day_11","1","Misl",2,1,72,0,4,1,0,2,1,"Extremely Liberal",52,-3,0,"Day_11_1","FM",0
"1809","R_2ASTpjSp4VOCDws","Day_11","5","Misl",1,1,60,1,0,5,0,4,3,"Extremely Conservative",66,3,0,"Day_11_5","True",0
"1810","R_2cAUAQD5wPqNGao","Day_11","1","Misl",1,1,38,1,4,1,0,4,4,"Extremely Liberal",51,-3,0,"Day_11_1","FM",0
"1811","R_2E69dHXxVnZG9Kw","Day_11","5","True",7,4,44,1,0,5,0,5,3,"Moderate: Middle of the road",61,0,1,"Day_11_5","True",0
"1812","R_2f7R7pJHhS5mAtX","Day_11","5","True",4,2,40,0,0,5,0,2,1,"Extremely Liberal",57,-3,1,"Day_11_5","True",0
"1813","R_2rBCckDhTN3DcgY","Day_11","5","True",5,3,34,1,0,5,0,5,3,"Liberal",48,-2,1,"Day_11_5","True",0
"1814","R_2TB50Wx4205QnlS","Day_11","2","Coul",4,1,57,0,2,3,0,3,1,"Conservative",65,2,0,"Day_11_2","True",0
"1815","R_2txQ0Wv5ItKDnvE","Day_11","4","True",7,4,56,1,0,5,0,4,1,"Conservative",54,2,1,"Day_11_4","True",0
"1816","R_2U3YTqecRxW6lvU","Day_11","1","True",7,4,38,0,4,1,0,5,2,"Slightly Conservative",56,1,1,"Day_11_1","FM",0
"1817","R_2VDSMfTvZfA7F0P","Day_11","1","Misl",4,2,48,0,4,1,0,3,2,"Liberal",60,-2,0,"Day_11_1","FM",0
"1818","R_2VqAcdWBLqtzrB8","Day_11","2","True",7,4,24,1,2,3,0,4,4,"Extremely Liberal",59,-3,1,"Day_11_2","True",0
"1819","R_2wnMQUS0WYRhYj2","Day_11","4","True",7,4,33,1,0,5,0,5,1,"Extremely Liberal",62,-3,1,"Day_11_4","True",0
"1820","R_2WPywRP7XrU7A4o","Day_11","4","True",7,4,44,1,0,5,0,4,1,"Liberal",51,-2,1,"Day_11_4","True",0
"1821","R_2WShcCJaA8gTXl2","Day_11","4","True",7,4,70,0,0,5,0,6,1,"Conservative",43,2,1,"Day_11_4","True",0
"1822","R_2WUoR8vPwNjhrUu","Day_11","1","Misl",3,2,38,1,4,1,0,3,2,"Slightly Liberal",65,-1,0,"Day_11_1","FM",0
"1823","R_2xSi3l2VdMgW51q","Day_11","1","True",5,3,28,0,4,1,0,4,2,"Conservative",46,2,1,"Day_11_1","FM",0
"1824","R_2Yc6qaBT4czBNcZ","Day_11","4","True",7,4,53,0,0,5,0,4,3,"Extremely Conservative",65,3,1,"Day_11_4","True",0
"1825","R_2yfIXc4AbcyM5CI","Day_11","2","True",4,3,42,0,2,3,0,4,2,"Moderate: Middle of the road",35,0,1,"Day_11_2","True",0
"1826","R_2zdnZwfLx5kgrTG","Day_11","5","True",6,4,36,0,0,5,0,2,1,"Haven't thought much about it",60,0,1,"Day_11_5","True",0
"1827","R_32LnZqTaKpa5qWV","Day_11","1","True",7,4,34,0,4,1,0,2,1,"Slightly Conservative",54,1,1,"Day_11_1","FM",0
"1828","R_32XzsHP1BP4edkw","Day_11","4","True",7,4,39,1,0,5,0,4,2,"Moderate: Middle of the road",54,0,1,"Day_11_4","True",0
"1829","R_3EAyn00ENRtvJX7","Day_11","5","Coul",4,3,28,0,0,5,0,4,1,"Liberal",33,-2,0,"Day_11_5","True",0
"1830","R_3ElHxiwjb3ivgwX","Day_11","2","True",7,4,44,1,2,3,0,2,2,"Liberal",66,-2,1,"Day_11_2","True",0
"1831","R_3HStRXo0wJwMi96","Day_11","4","True",7,4,50,0,0,5,0,2,1,"Extremely Liberal",66,-3,1,"Day_11_4","True",0
"1832","R_3jczQ5faCtDorCj","Day_11","1","True",7,4,42,0,4,1,0,3,2,"Slightly Conservative",60,1,1,"Day_11_1","FM",0
"1833","R_3JFszn1RFCTZ5y8","Day_11","2","Coul",4,2,26,1,2,3,0,2,1,"Liberal",60,-2,0,"Day_11_2","True",0
"1834","R_3KpYDnR7EUyCWO1","Day_11","3","Misl",4,3,22,0,5,0,0,2,2,"Slightly Conservative",53,1,0,"Day_11_3","FM",0
"1835","R_3KW0TjZSak4y3M4","Day_11","4","True",5,4,33,1,0,5,0,4,2,"Slightly Liberal",41,-1,1,"Day_11_4","True",0
"1836","R_3lKp5itSzlFRXzn","Day_11","2","True",7,4,54,0,2,3,0,4,3,"Extremely Conservative",60,3,1,"Day_11_2","True",0
"1837","R_3lSsdnVQEPaKFvA","Day_11","2","True",7,4,30,1,2,3,0,4,2,"Moderate: Middle of the road",61,0,1,"Day_11_2","True",0
"1838","R_3LXw2zPhtKbdAU5","Day_11","2","Misl",4,3,48,0,2,3,0,3,2,"Slightly Liberal",59,-1,0,"Day_11_2","True",0
"1839","R_3maWoNmVkis8P56","Day_11","5","True",5,3,22,0,0,5,0,2,3,"Extremely Liberal",61,-3,1,"Day_11_5","True",0
"1840","R_3MJQe2LIE4Udolk","Day_11","4","True",7,4,44,1,0,5,0,4,3,"Moderate: Middle of the road",54,0,1,"Day_11_4","True",0
"1841","R_3Mnz1Upra4lnodG","Day_11","1","Misl",2,2,74,1,4,1,0,6,2,"Moderate: Middle of the road",65,0,0,"Day_11_1","FM",0
"1842","R_3qgP7KGy4ZfbmTd","Day_11","1","Misl",3,2,27,0,4,1,0,2,2,"Extremely Liberal",55,-3,0,"Day_11_1","FM",0
"1843","R_3snUlUqGiyaSi11","Day_11","5","True",5,3,35,0,0,5,0,4,1,"Conservative",59,2,1,"Day_11_5","True",0
"1844","R_BtvxZkAXv1K92I9","Day_11","1","Misl",7,1,36,1,4,1,0,4,2,"Slightly Liberal",63,-1,0,"Day_11_1","FM",0
"1845","R_C90FbTs2kaHEsEx","Day_11","1","Misl",4,2,46,0,4,1,0,5,2,"Moderate: Middle of the road",64,0,0,"Day_11_1","FM",0
"1846","R_D6Rd3d5UirDZYwp","Day_11","4","True",7,4,65,0,0,5,0,3,2,"Conservative",54,2,1,"Day_11_4","True",0
"1847","R_e2TtN0wQ2I41R1D","Day_11","3","True",6,4,49,0,5,0,0,4,2,"Moderate: Middle of the road",63,0,1,"Day_11_3","FM",0
"1848","R_eX51iE9ZR2L1y25","Day_11","2","Coul",3,2,39,0,2,3,0,5,2,"Extremely Conservative",58,3,0,"Day_11_2","True",0
"1849","R_ONKw4VWrRlIOaoF","Day_11","5","Misl",1,1,53,0,0,5,0,2,1,"Extremely Conservative",62,3,0,"Day_11_5","True",0
"1850","R_Or7eVDTBXEPvEyt","Day_11","2","True",6,3,32,0,2,3,0,3,2,"Slightly Conservative",61,1,1,"Day_11_2","True",0
"1851","R_pH7TWuK1f40aJq1","Day_11","3","Misl",1,1,39,1,5,0,0,5,2,"Slightly Liberal",62,-1,0,"Day_11_3","FM",0
"1852","R_pnOulCYSK2WhXhf","Day_11","1","True",5,3,39,1,4,1,0,5,3,"Conservative",60,2,1,"Day_11_1","FM",0
"1853","R_Qh2y3cCIvHhb3dD","Day_11","3","Coul",4,3,36,1,5,0,0,4,2,"Moderate: Middle of the road",47,0,0,"Day_11_3","FM",0
"1854","R_TecQ9mlK3JrQGQ1","Day_11","2","True",6,3,26,1,2,3,0,3,2,"Liberal",60,-2,1,"Day_11_2","True",0
"1855","R_u83ezPYdRkmUDkt","Day_11","5","True",7,4,28,1,0,5,0,2,2,"Moderate: Middle of the road",64,0,1,"Day_11_5","True",0
"1856","R_urXikPfmByjo7wB","Day_11","1","Misl",5,3,42,1,4,1,0,2,1,"Moderate: Middle of the road",64,0,0,"Day_11_1","FM",0
"1857","R_vPTe7KVNi1efNqp","Day_11","1","True",4,3,33,0,4,1,0,3,1,"Slightly Liberal",52,-1,1,"Day_11_1","FM",0
"1858","R_wNxYIDsQQH65UQx","Day_11","3","Misl",1,1,25,1,5,0,0,4,2,"Extremely Liberal",62,-3,0,"Day_11_3","FM",0
"1859","R_yUTKnunfRD9cS6l","Day_11","5","Coul",5,3,52,0,0,5,0,2,3,"Moderate: Middle of the road",53,0,0,"Day_11_5","True",0
"1860","R_10Z2ENp8B5bBZC0","Day_12","5","True",7,4,22,0,0,5,0,4,3,"Extremely Liberal",51,-3,1,"Day_12_5","True",0
"1861","R_12tgHnFLytlttFS","Day_12","5","True",6,4,27,0,0,5,0,2,1,"Extremely Liberal",62,-3,1,"Day_12_5","True",0
"1862","R_1dGlA1hFHBOEXPT","Day_12","2","Misl",3,3,28,1,0,4,1,2,1,"Slightly Conservative",62,1,0,"Day_12_2","True",0
"1863","R_1DNNGgbAd8A1SUt","Day_12","3","Misl",3,2,42,0,5,0,0,2,3,"Moderate: Middle of the road",52,0,0,"Day_12_3","FM",0
"1864","R_1DOnQ6zL6LtEC7s","Day_12","1","Misl",1,1,25,0,5,0,0,4,3,"Moderate: Middle of the road",50,0,0,"Day_12_1","FM",0
"1865","R_1ffmiCYpy0G3Sds","Day_12","5","Coul",4,3,23,0,0,5,0,2,1,"Moderate: Middle of the road",52,0,0,"Day_12_5","True",0
"1866","R_1g6m9idwjQdEkYY","Day_12","1","Misl",3,1,52,1,5,0,0,4,3,"Slightly Conservative",64,1,0,"Day_12_1","FM",0
"1867","R_1Iut4c9XbhFOMSG","Day_12","4","Misl",2,1,21,0,0,5,0,2,1,"Slightly Liberal",57,-1,0,"Day_12_4","True",0
"1868","R_1NbtVtc41qQ4RyE","Day_12","5","True",6,3,39,0,0,5,0,5,2,"Liberal",41,-2,1,"Day_12_5","True",0
"1869","R_1OJO7rRzN37LSrP","Day_12","4","True",6,4,32,1,0,5,0,4,2,"Slightly Conservative",41,1,1,"Day_12_4","True",0
"1870","R_1P4ZhNJlmygniqn","Day_12","1","True",5,3,47,0,5,0,0,3,2,"Slightly Conservative",59,1,1,"Day_12_1","FM",0
"1871","R_1pPTdjvPMeIV4Jd","Day_12","1","Misl",5,3,26,0,5,0,0,2,1,"Extremely Conservative",49,3,0,"Day_12_1","FM",0
"1872","R_1SoKkIzRl1Q7m5X","Day_12","4","True",5,3,40,1,0,5,0,3,2,"Slightly Liberal",60,-1,1,"Day_12_4","True",0
"1873","R_22Sn3atTBr1Dj0m","Day_12","1","True",6,2,40,1,5,0,0,4,1,"Conservative",42,2,1,"Day_12_1","FM",0
"1874","R_24oB3k6F6EkPMcp","Day_12","1","Misl",2,2,32,1,5,0,0,2,1,"Extremely Liberal",59,-3,0,"Day_12_1","FM",0
"1875","R_263VbZ8cvaQIIWQ","Day_12","5","True",7,4,49,1,0,5,0,3,1,"Liberal",56,-2,1,"Day_12_5","True",0
"1876","R_28HdGnFlCvqbesW","Day_12","3","Misl",2,1,33,0,5,0,0,6,3,"Liberal",50,-2,0,"Day_12_3","FM",0
"1877","R_28J5qD0WuKFFhIG","Day_12","1","Coul",5,3,31,1,5,0,0,2,1,"Slightly Conservative",52,1,0,"Day_12_1","FM",0
"1878","R_28TaheSFbFPLPd2","Day_12","2","Misl",1,2,38,1,0,4,1,4,2,"Slightly Liberal",62,-1,0,"Day_12_2","True",0
"1879","R_29fYie5D3vafVCY","Day_12","3","Coul",5,3,36,1,5,0,0,4,1,"Liberal",64,-2,0,"Day_12_3","FM",0
"1880","R_29vxabdKthRjM6z","Day_12","5","True",7,4,34,0,0,5,0,3,1,"Slightly Liberal",62,-1,1,"Day_12_5","True",0
"1881","R_2AEUFZAVLyGILP2","Day_12","5","True",6,3,20,0,0,5,0,2,2,"Slightly Liberal",49,-1,1,"Day_12_5","True",0
"1882","R_2Bst7eqHQXlV3iU","Day_12","5","True",6,4,28,0,0,5,0,3,1,"Liberal",61,-2,1,"Day_12_5","True",0
"1883","R_2CBycTczQ83WX6o","Day_12","2","True",4,3,26,0,0,4,1,4,2,"Moderate: Middle of the road",64,0,1,"Day_12_2","True",0
"1884","R_2CH4ryst33WcIBD","Day_12","5","True",7,4,37,0,0,5,0,3,2,"Liberal",56,-2,1,"Day_12_5","True",0
"1885","R_2CTgplhK6NQw3jH","Day_12","1","Coul",5,3,26,1,5,0,0,4,2,"Moderate: Middle of the road",49,0,0,"Day_12_1","FM",0
"1886","R_2DOfgWoIMCklnEh","Day_12","3","Misl",1,1,30,0,5,0,0,4,2,"Moderate: Middle of the road",65,0,0,"Day_12_3","FM",0
"1887","R_2e9YQd4AU7SOyMU","Day_12","3","Misl",7,1,53,1,5,0,0,2,2,"Liberal",59,-2,0,"Day_12_3","FM",0
"1888","R_2ruLM4kRs0qyXLr","Day_12","2","True",7,4,46,0,0,4,1,5,4,"Moderate: Middle of the road",61,0,1,"Day_12_2","True",0
"1889","R_2sX4tiRLnFggOeg","Day_12","1","Misl",3,2,21,1,5,0,0,3,1,"Extremely Liberal",59,-3,0,"Day_12_1","FM",0
"1890","R_2tteQedLFEWGskx","Day_12","5","True",5,3,33,0,0,5,0,3,2,"Liberal",65,-2,1,"Day_12_5","True",0
"1891","R_2vYzVcMe8CG4Lzo","Day_12","2","Misl",3,2,43,0,0,4,1,3,2,"Liberal",48,-2,0,"Day_12_2","True",0
"1892","R_2w4wQBJgUPQIUFz","Day_12","1","Misl",3,2,51,1,5,0,0,2,1,"Moderate: Middle of the road",57,0,0,"Day_12_1","FM",0
"1893","R_2X1A93mXzEYrNYC","Day_12","5","True",7,4,25,0,0,5,0,4,2,"Liberal",60,-2,1,"Day_12_5","True",0
"1894","R_2zUZLCTdTBpVOou","Day_12","4","True",7,4,27,0,0,5,0,3,1,"Conservative",48,2,1,"Day_12_4","True",0
"1895","R_2zZy9sNc1yad7mj","Day_12","2","True",6,3,60,0,0,4,1,3,1,"Liberal",63,-2,1,"Day_12_2","True",0
"1896","R_31aXJTIOR7x6nL7","Day_12","5","True",7,4,34,1,0,5,0,4,4,"Extremely Conservative",59,3,1,"Day_12_5","True",0
"1897","R_31i5x9HRuebARHW","Day_12","3","True",4,4,33,0,5,0,0,4,2,"Moderate: Middle of the road",39,0,1,"Day_12_3","FM",0
"1898","R_33vtbDaggcv4REg","Day_12","1","Misl",2,2,48,0,5,0,0,4,1,"Slightly Liberal",47,-1,0,"Day_12_1","FM",0
"1899","R_3Eo6HW2xFUQHeGa","Day_12","3","Coul",4,3,49,1,5,0,0,2,1,"Slightly Conservative",61,1,0,"Day_12_3","FM",0
"1900","R_3fHqFmcSi8fpQ0y","Day_12","3","Coul",4,2,48,0,5,0,0,3,2,"Slightly Liberal",48,-1,0,"Day_12_3","FM",0
"1901","R_3fjWaLRvcx1QQ96","Day_12","2","Misl",1,1,43,1,0,4,1,1,1,"Moderate: Middle of the road",66,0,0,"Day_12_2","True",0
"1902","R_3fksOk9afKKyMHA","Day_12","3","True",6,3,32,1,5,0,0,2,1,"Extremely Conservative",51,3,1,"Day_12_3","FM",0
"1903","R_3GCzQrBCeies5YO","Day_12","1","Misl",1,1,42,1,5,0,0,4,4,"Extremely Liberal",64,-3,0,"Day_12_1","FM",0
"1904","R_3GlXFxH1Xu8zhVA","Day_12","1","Misl",1,1,30,1,5,0,0,2,3,"Extremely Liberal",38,-3,0,"Day_12_1","FM",0
"1905","R_3IVKZonG5jHRoGu","Day_12","5","True",5,4,26,1,0,5,0,4,1,"Haven't thought much about it",62,0,1,"Day_12_5","True",0
"1906","R_3MsVmaNsatWPBj8","Day_12","1","Misl",1,1,33,0,5,0,0,5,3,"Extremely Liberal",58,-3,0,"Day_12_1","FM",0
"1907","R_3nctjDg6ESmeB6N","Day_12","3","Misl",4,2,47,1,5,0,0,5,1,"Conservative",92,2,0,"Day_12_3","FM",0
"1908","R_3nctjDg6ESmeB6N","Day_12","3","Misl",4,2,47,1,5,0,0,5,1,"Conservative",92,2,0,"Day_12_3","FM",0
"1909","R_3NEsKgNncyMDdrm","Day_12","3","True",7,4,47,0,5,0,0,3,3,"Moderate: Middle of the road",61,0,1,"Day_12_3","FM",0
"1910","R_3q8bHRVu6WNXQZ8","Day_12","5","True",7,4,36,1,0,5,0,4,2,"Liberal",55,-2,1,"Day_12_5","True",0
"1911","R_3UEKZQ6ZFwq5f8d","Day_12","1","Misl",7,1,63,0,5,0,0,3,1,"Extremely Liberal",49,-3,0,"Day_12_1","FM",0
"1912","R_6srNcxSBvfaieEp","Day_12","3","Misl",2,2,28,1,5,0,0,5,2,"Liberal",59,-2,0,"Day_12_3","FM",0
"1913","R_87Ci3C02CJCEDfP","Day_12","4","Misl",5,2,27,1,0,5,0,5,2,"Moderate: Middle of the road",54,0,0,"Day_12_4","True",0
"1914","R_b74qpQoJyLHkeBj","Day_12","3","Misl",1,2,45,1,5,0,0,2,1,"Moderate: Middle of the road",66,0,0,"Day_12_3","FM",0
"1915","R_C7VmkOIOI9bN5KN","Day_12","3","Misl",2,2,50,0,5,0,0,2,2,"Extremely Liberal",66,-3,0,"Day_12_3","FM",0
"1916","R_eqActw5u0wwW3Op","Day_12","1","Misl",1,1,58,0,5,0,0,2,3,"Liberal",44,-2,0,"Day_12_1","FM",0
